Time,Open,High,Low,Close,Volume,mean
02:00 13-09-2021,44711.0,44974.19,44315.0,44745.14,3231.29934,45588.403000000006
03:00 13-09-2021,44745.14,44906.68,44594.74,44813.5,1743.29632,45531.8395
04:00 13-09-2021,44813.5,44893.1,44174.0,44470.63,3013.59918,45451.076
05:00 13-09-2021,44470.62,44561.53,44164.2,44395.0,2301.39591,45371.073
06:00 13-09-2021,44395.0,44654.87,44344.67,44509.87,1640.31493,45300.349
07:00 13-09-2021,44509.87,44770.93,44468.58,44691.66,1253.01462,45241.416000000005
08:00 13-09-2021,44691.66,44915.0,44170.01,44859.24,2698.2446,45190.0285
09:00 13-09-2021,44859.24,45006.0,44500.0,44629.42,2336.49838,45127.44
10:00 13-09-2021,44629.42,46880.0,44565.86,46140.01,8396.49203,45137.893
11:00 13-09-2021,46140.01,46249.37,43370.0,43933.32,13849.29924,45039.7275
12:00 13-09-2021,43933.32,44533.33,43858.0,44361.31,3028.82899,44962.6495
13:00 13-09-2021,44361.97,44454.91,44167.01,44434.98,1704.12084,44929.80699999999
14:00 13-09-2021,44434.97,44561.52,44310.01,44461.74,1345.86706,44888.5235
15:00 13-09-2021,44461.74,44740.45,44304.48,44705.37,1370.57903,44834.453
16:00 13-09-2021,44707.85,44813.55,44605.2,44741.66,1251.2415,44770.274
17:00 13-09-2021,44741.66,45260.0,44738.34,45168.52,1508.1351,44726.386
18:00 13-09-2021,45174.25,45500.0,44910.93,45100.89,1645.11076,44722.571
19:00 13-09-2021,45100.88,45222.22,44931.71,45055.36,1202.60166,44727.3205
20:00 13-09-2021,45055.36,45131.0,44784.03,44940.73,1186.66381,44743.4675
21:00 13-09-2021,44940.72,45300.0,44594.44,45168.69,1879.67913,44766.352
22:00 13-09-2021,45168.7,45363.93,45088.7,45132.78,960.62656,44785.734
